condition,run_id,tick,mother_alive,child_alive,mother_energy,child_hunger,child_warmth,deficit,eta,selected_motivation
fixed,0,1,1,1,99.0,1.0,49.5,0.5123458690976445,,Protect
fixed,0,10,1,1,90.0,10.0,45.0,2.758578643762691,,Protect
fixed,0,20,1,1,80.0,20.0,40.0,3.2,,Protect
fixed,0,30,1,1,75.40000000000003,30.0,35.0,3.4785786437626895,,Self
fixed,0,40,1,1,74.40000000000009,40.0,30.0,3.6785786437626893,,Self
fixed,0,50,1,1,73.40000000000015,50.0,25.0,4.76767606221809,,Self
fixed,0,60,1,1,72.4000000000002,60.0,20.0,5.2185786437626875,,Self
fixed,0,70,1,1,71.40000000000026,70.0,15.0,5.478578643762687,,Self
fixed,0,80,1,1,70.40000000000032,80.0,10.0,5.838578643762687,,Self
fixed,0,90,1,1,69.40000000000038,90.0,5.0,6.118578643762687,,Self
fixed,0,100,1,0,68.40000000000043,100.0,0.0,3.955597253176724,,Self
fixed,0,110,1,0,67.40000000000049,100.0,0.0,3.503850447268183,,Self
fixed,0,120,1,0,66.40000000000055,100.0,0.0,2.985100338268821,,Self
fixed,0,130,1,0,65.4000000000006,100.0,0.0,2.576536510162167,,Self
fixed,0,140,1,0,69.90000000000063,100.0,0.0,2.396591124823378,,Forage
fixed,0,150,1,0,75.30000000000067,100.0,0.0,2.272408684372378,,Self
fixed,0,160,1,0,82.50000000000071,100.0,0.0,2.1684515828344835,,Self
fixed,0,170,1,0,84.70000000000076,100.0,0.0,2.1559342274295648,,Self
fixed,0,180,1,0,82.80000000000081,100.0,0.0,2.149506743131503,,Self
fixed,0,190,1,0,85.90000000000086,100.0,0.0,2.154010977823745,,Forage
fixed,0,200,1,0,84.90000000000092,100.0,0.0,2.139656708309483,,Self
fixed,0,210,1,0,83.00000000000097,100.0,0.0,2.148407920859515,,Self
fixed,0,220,1,0,82.00000000000102,100.0,0.0,2.1372452104960313,,Self
fixed,0,230,1,0,80.10000000000107,100.0,0.0,2.1476439448346203,,Self
fixed,0,240,1,0,79.10000000000113,100.0,0.0,2.1488921957803955,,Self
fixed,0,250,1,0,82.20000000000118,100.0,0.0,2.151235255960624,,Self
fixed,0,260,1,0,81.20000000000124,100.0,0.0,2.140169781484727,,Self
fixed,0,270,1,0,85.2000000000013,100.0,0.0,2.1320521847574674,,Self
fixed,0,280,1,0,83.30000000000135,100.0,0.0,2.143024282169316,,Self
fixed,0,290,1,0,82.3000000000014,100.0,0.0,2.13301235185529,,Self
fixed,0,300,1,0,85.40000000000146,100.0,0.0,2.1460063720169473,,Self
fixed,0,310,1,0,84.40000000000151,100.0,0.0,2.136003294027088,,Self
fixed,0,320,1,0,87.50000000000156,100.0,0.0,2.1490017033762308,,Self
fixed,0,330,1,0,86.50000000000162,100.0,0.0,2.1390008808735175,,Self
fixed,0,340,1,0,89.60000000000167,100.0,0.0,2.152000455532525,,Forage
fixed,0,350,1,0,88.60000000000173,100.0,0.0,2.142000235573074,,Self
fixed,0,360,1,0,87.60000000000178,100.0,0.0,2.1320001218237503,,Self
fixed,0,370,1,0,85.70000000000184,100.0,0.0,2.143000062999673,,Self
fixed,0,380,1,0,84.70000000000189,100.0,0.0,2.133000032579516,,Self
fixed,0,390,1,0,87.80000000000194,100.0,0.0,2.146000016848102,,Self
fixed,0,400,1,0,86.800000000002,100.0,0.0,2.136000008712793,,Self
fixed,0,410,1,0,89.90000000000205,100.0,0.0,2.1490000045057163,,Self
fixed,0,420,1,0,88.90000000000211,100.0,0.0,2.139000002330078,,Self
fixed,0,430,1,0,92.00000000000216,100.0,0.0,2.152000001204973,,Forage
fixed,0,440,1,0,91.00000000000222,100.0,0.0,2.142000000623139,,Self
fixed,0,450,1,0,90.00000000000227,100.0,0.0,2.132000000322251,,Self
fixed,0,460,1,0,93.10000000000232,100.0,0.0,2.1450000001666503,,Self
fixed,0,470,1,0,92.10000000000238,100.0,0.0,2.1350000000861833,,Self
fixed,0,480,1,0,95.20000000000243,100.0,0.0,2.148000000044571,,Self
fixed,0,490,1,0,94.20000000000249,100.0,0.0,2.138000000023052,,Self
fixed,0,500,1,0,97.30000000000254,100.0,0.0,2.1510000000119236,,Self
fixed,0,510,1,0,96.3000000000026,100.0,0.0,2.1410000000061693,,Self
fixed,0,520,1,0,100,100.0,0.0,2.133000000003193,,Forage
fixed,0,530,1,0,98.10000000000005,100.0,0.0,2.1440000000016544,,Self
fixed,0,540,1,0,97.10000000000011,100.0,0.0,2.1340000000008583,,Self
fixed,0,550,1,0,98.40000000000003,100.0,0.0,2.147000000000447,,Self
fixed,0,560,1,0,97.40000000000009,100.0,0.0,2.137000000000235,,Self
fixed,0,570,1,0,98.70000000000002,100.0,0.0,2.1500000000001247,,Self
fixed,0,580,1,0,97.70000000000007,100.0,0.0,2.140000000000068,,Self
fixed,0,590,1,0,99.9,100.0,0.0,2.1320000000000388,,Self
fixed,0,600,1,0,98.00000000000006,100.0,0.0,2.1430000000000238,,Self
fixed,0,610,1,0,97.00000000000011,100.0,0.0,2.1330000000000164,,Self
fixed,0,620,1,0,98.30000000000004,100.0,0.0,2.1460000000000123,,Self
fixed,0,630,1,0,97.3000000000001,100.0,0.0,2.136000000000011,,Self
fixed,0,640,1,0,98.60000000000002,100.0,0.0,2.14900000000001,,Self
fixed,0,650,1,0,97.60000000000008,100.0,0.0,2.1390000000000096,,Self
fixed,0,660,1,0,98.9,100.0,0.0,2.1520000000000095,,Forage
fixed,0,670,1,0,97.90000000000006,100.0,0.0,2.1420000000000097,,Self
fixed,0,680,1,0,96.90000000000012,100.0,0.0,2.1320000000000094,,Self
fixed,0,690,1,0,98.20000000000005,100.0,0.0,2.14500000000001,,Self
fixed,0,700,1,0,97.2000000000001,100.0,0.0,2.13500000000001,,Self
fixed,0,710,1,0,98.50000000000003,100.0,0.0,2.1480000000000103,,Self
fixed,0,720,1,0,97.50000000000009,100.0,0.0,2.1380000000000106,,Self
fixed,0,730,1,0,98.80000000000001,100.0,0.0,2.151000000000011,,Self
fixed,0,740,1,0,97.80000000000007,100.0,0.0,2.1410000000000116,,Self
fixed,0,750,1,0,100,100.0,0.0,2.133000000000011,,Forage
fixed,0,760,1,0,98.10000000000005,100.0,0.0,2.1440000000000117,,Self
fixed,0,770,1,0,97.10000000000011,100.0,0.0,2.134000000000012,,Self
fixed,0,780,1,0,98.40000000000003,100.0,0.0,2.1470000000000122,,Self
fixed,0,790,1,0,97.40000000000009,100.0,0.0,2.1370000000000124,,Self
fixed,0,800,1,0,98.70000000000002,100.0,0.0,2.1500000000000123,,Self
fixed,0,810,1,0,97.70000000000007,100.0,0.0,2.140000000000013,,Self
fixed,0,820,1,0,99.9,100.0,0.0,2.132000000000013,,Self
fixed,0,830,1,0,98.00000000000006,100.0,0.0,2.1430000000000136,,Self
fixed,0,840,1,0,97.00000000000011,100.0,0.0,2.1330000000000133,,Self
fixed,0,850,1,0,98.30000000000004,100.0,0.0,2.146000000000014,,Self
fixed,0,860,1,0,97.3000000000001,100.0,0.0,2.1360000000000143,,Self
fixed,0,870,1,0,98.60000000000002,100.0,0.0,2.1490000000000142,,Self
fixed,0,880,1,0,97.60000000000008,100.0,0.0,2.139000000000015,,Self
fixed,0,890,1,0,95.70000000000013,100.0,0.0,2.1500000000000146,,Self
fixed,0,900,1,0,94.70000000000019,100.0,0.0,2.1400000000000152,,Self
fixed,0,910,1,0,98.70000000000024,100.0,0.0,2.132000000000015,,Self
fixed,0,920,1,0,96.8000000000003,100.0,0.0,2.143000000000016,,Self
fixed,0,930,1,0,95.80000000000035,100.0,0.0,2.133000000000016,,Self
fixed,0,940,1,0,98.30000000000004,100.0,0.0,2.146000000000016,,Self
fixed,0,950,1,0,97.3000000000001,100.0,0.0,2.1360000000000166,,Self
fixed,0,960,1,0,98.60000000000002,100.0,0.0,2.1490000000000165,,Self
fixed,0,970,1,0,97.60000000000008,100.0,0.0,2.139000000000017,,Self
fixed,0,980,1,0,95.70000000000013,100.0,0.0,2.1500000000000172,,Self
fixed,0,990,1,0,94.70000000000019,100.0,0.0,2.1400000000000174,,Self
fixed,0,1000,1,0,98.70000000000024,100.0,0.0,2.1320000000000174,,Self
fixed,1,1,1,1,99.0,1.0,49.5,0.6987233524890114,,Protect
fixed,1,10,1,1,90.9,10.0,45.0,3.1959778326506196,,Protect
fixed,1,20,1,1,84.50000000000003,20.0,40.0,3.26549302598308,,Self
fixed,1,30,1,1,83.50000000000009,30.0,35.0,3.7729430803551094,,Self
fixed,1,40,1,1,82.50000000000014,40.0,30.0,4.066567424502252,,Self
fixed,1,50,1,1,81.5000000000002,50.0,25.0,4.545656826992404,,Self
fixed,1,60,1,1,80.50000000000026,60.0,20.0,4.622446857634065,,Self
fixed,1,70,1,1,79.50000000000031,70.0,15.0,4.859237794740938,,Self
fixed,1,80,1,1,78.50000000000037,80.0,10.0,5.001260261495159,,Self
fixed,1,90,1,1,77.50000000000043,90.0,5.0,5.239538911530146,,Self
fixed,1,100,1,0,76.50000000000048,100.0,0.0,2.6912573451770845,,Self
fixed,1,110,1,0,75.50000000000054,100.0,0.0,1.7683739935222027,,Self
fixed,1,120,1,0,74.5000000000006,100.0,0.0,1.762986588569876,,Self
fixed,1,130,1,0,73.50000000000065,100.0,0.0,1.7654628785121766,,Self
fixed,1,140,1,0,72.50000000000071,100.0,0.0,1.7679976330947869,,Self
fixed,1,150,1,0,71.50000000000077,100.0,0.0,1.770532822219945,,Self
fixed,1,160,1,0,69.60000000000082,100.0,0.0,1.8030680145650828,,Forage
fixed,1,170,1,0,73.60000000000088,100.0,0.0,1.748658305114995,,Self
fixed,1,180,1,0,72.60000000000093,100.0,0.0,1.7497549695873316,,Self
