condition,run_id,tick,mother_alive,child_alive,mother_energy,child_hunger,child_warmth,deficit,eta,selected_motivation
fixed,0,1,1,1,99.0,1.0,49.5,0.27705547091256805,,Protect
fixed,0,10,1,1,90.0,10.0,45.0,2.7,,Protect
fixed,0,20,1,1,80.0,20.0,40.0,3.3000000000000003,,Protect
fixed,0,30,1,1,76.30000000000004,30.0,35.0,3.3899999999999992,,Self
fixed,0,40,1,1,75.3000000000001,40.0,30.0,3.5899999999999985,,Self
fixed,0,50,1,1,74.30000000000015,50.0,25.0,4.720886725328077,,Self
fixed,0,60,1,1,73.30000000000021,60.0,20.0,5.089999999999996,,Self
fixed,0,70,1,1,72.30000000000027,70.0,15.0,5.284999999999997,,Self
fixed,0,80,1,1,71.30000000000032,80.0,10.0,5.534999999999997,,Self
fixed,0,90,1,1,70.30000000000038,90.0,5.0,5.864999999999996,,Self
fixed,0,100,1,0,69.30000000000044,100.0,0.0,3.9257023401675077,,Self
fixed,0,110,1,0,68.3000000000005,100.0,0.0,3.4739016141208134,,Self
fixed,0,120,1,0,67.30000000000055,100.0,0.0,2.9499196543578843,,Self
fixed,0,130,1,0,66.30000000000061,100.0,0.0,2.5409490234091403,,Self
fixed,0,140,1,0,75.80000000000064,100.0,0.0,2.3084598043424944,,Self
fixed,0,150,1,0,80.30000000000067,100.0,0.0,2.1962782269071406,,Forage
fixed,0,160,1,0,87.50000000000071,100.0,0.0,2.155425484940616,,Self
fixed,0,170,1,0,89.70000000000076,100.0,0.0,2.1567674634406435,,Self
fixed,0,180,1,0,92.80000000000081,100.0,0.0,2.1534181826273318,,Self
fixed,0,190,1,0,91.80000000000086,100.0,0.0,2.1350042677057854,,Self
fixed,0,200,1,0,89.90000000000092,100.0,0.0,2.1416562043054204,,Self
fixed,0,210,1,0,88.00000000000097,100.0,0.0,2.150407884648146,,Self
fixed,0,220,1,0,87.00000000000102,100.0,0.0,2.1392452085128166,,Self
fixed,0,230,1,0,90.10000000000107,100.0,0.0,2.151643944969112,,Forage
fixed,0,240,1,0,89.10000000000113,100.0,0.0,2.1413330085402,,Self
fixed,0,250,1,0,93.10000000000119,100.0,0.0,2.133172211405224,,Forage
fixed,0,260,1,0,91.20000000000124,100.0,0.0,2.14408905706709,,Self
fixed,0,270,1,0,90.2000000000013,100.0,0.0,2.1340460547916047,,Self
fixed,0,280,1,0,93.30000000000135,100.0,0.0,2.1470238166800346,,Self
fixed,0,290,1,0,92.3000000000014,100.0,0.0,2.1370123165081782,,Self
fixed,0,300,1,0,95.40000000000146,100.0,0.0,2.1500063693330738,,Self
fixed,0,310,1,0,94.40000000000151,100.0,0.0,2.140003293823387,,Self
fixed,0,320,1,0,98.40000000000157,100.0,0.0,2.1320017033608014,,Self
fixed,0,330,1,0,96.50000000000162,100.0,0.0,2.1430008808723597,,Self
fixed,0,340,1,0,95.50000000000168,100.0,0.0,2.133000455532443,,Self
fixed,0,350,1,0,93.60000000000173,100.0,0.0,2.1440002355730696,,Self
fixed,0,360,1,0,92.60000000000178,100.0,0.0,2.1340001218237514,,Self
fixed,0,370,1,0,95.70000000000184,100.0,0.0,2.1470000629996733,,Self
fixed,0,380,1,0,94.70000000000189,100.0,0.0,2.137000032579517,,Self
fixed,0,390,1,0,92.80000000000194,100.0,0.0,2.148000016848102,,Self
fixed,0,400,1,0,91.800000000002,100.0,0.0,2.138000008712793,,Self
fixed,0,410,1,0,94.90000000000205,100.0,0.0,2.1510000045057165,,Self
fixed,0,420,1,0,93.90000000000211,100.0,0.0,2.1410000023300784,,Self
fixed,0,430,1,0,97.90000000000217,100.0,0.0,2.1330000012049735,,Forage
fixed,0,440,1,0,96.00000000000222,100.0,0.0,2.1440000006231394,,Self
fixed,0,450,1,0,95.00000000000227,100.0,0.0,2.134000000322251,,Self
